"Property Name",,"no","Node Path","Description"
"CustomMessageTemplate","Circular refrerence detected. To correct this error, set the Parent property to another value.","Sirkulær refreranse oppdaget. Hvis du vil rette denne feilen, kan du tildele parent-attributten en annen verdi.","Validation\Rules\HCategoryCircularReferences",
"FoundObjectMessagesSeparator",", ",",","Validation\Rules\PropertyDescriptor Code is unique",
"Name","PropertyDescriptor Code is unique","PropertyDescriptor kode er unik","Validation\Rules\PropertyDescriptor Code is unique",
"CustomMessageTemplate","The 'Code' property must have a unique value","Egenskapen Kode må ha en unik verdi","Validation\Rules\PropertyDescriptor Code is unique",
"Name","PropertyDescriptor Code required","PropertyDescriptor-kode kreves","Validation\Rules\PropertyDescriptor Code required",
"MessageTemplateMustSatisfyCriteria","The ""{TargetObject}"" object must satisfy the following criteria: ""{Criteria}"".","The ""{TargetObject}"" object must satisfy the following criteria: ""{Criteria}"".","Validation\Rules\Role is not referenced",
"Name","Role is not referenced","Rolle er ikke refererert til","Validation\Rules\Role is not referenced",
"CustomMessageTemplate","Cannot delete the role because there are users that reference it","Kan ikke slette rollen fordi det er brukere som refererer til den","Validation\Rules\Role is not referenced",
"Name","Role required","Rolle kreves","Validation\Rules\Role required",
"CustomMessageTemplate","An active user must have at least one role assigned","En aktiv bruker må ha minst én rolle tilordnet","Validation\Rules\Role required",
"FoundObjectMessagesSeparator",", ",",","Validation\Rules\User Name is unique",
"Name","User Name is unique","Brukernavn er unikt","Validation\Rules\User Name is unique",
"CustomMessageTemplate","The login with the entered UserName was already registered within the system","Brukernavn som er angitt er allerede registrert i systemet","Validation\Rules\User Name is unique",
"Name","User Name required","Brukernavn påkrevd","Validation\Rules\User Name required",
"CustomMessageTemplate","The user name must not be empty","Brukernavnet kan ikke være tomt","Validation\Rules\User Name required",
"Caption","Basic User","Standard bruker","Views\BasicUser_DetailView\Layout\Main\SimpleEditors\BasicUser",
"Caption","Organization","Organization","Views\Organization_DetailView\Layout\Main\SimpleEditors\Organization",
"Caption","Property Descriptor","Egenskap beskrivelse","Views\PropertyDescriptor_DetailView\Layout\Main\SimpleEditors\PropertyDescriptor",
"Caption","Simple User","Enkel bruker","Views\SimpleUser_DetailView\Layout\Main\SimpleEditors\SimpleUser",
"Caption","Open...","Åpne...","ActionDesign\Actions\Open",
"ToolTip","Open the data with an external application","Åpne dataene med et eksternt program","ActionDesign\Actions\Open",
"Caption","Save As...","Lagre som...","ActionDesign\Actions\SaveTo",
"ToolTip","Open a dialog to select the file the data should be saved to","Åpne en dialogboks for å velge filen dataene skal lagres til","ActionDesign\Actions\SaveTo",
"Caption","Add From File...","Legg til fra fil...","ActionDesign\Actions\AddFromFile",
"ToolTip","Open dialog to select the file to add","Åpne dialogboksen for å velge filen du vil legge til","ActionDesign\Actions\AddFromFile",
"Caption","The attachment(s) is empty","Vedleggene er tomme","ActionDesign\DisableReasons\AttachmentAssigned",
"Value","Clear","Blank ut","Localization\FileAttachments\Editor_Clear",
"Value","Open","Åpne","Localization\FileAttachments\Editor_Open",
"Value","Save As...","Lagre som...","Localization\FileAttachments\Editor_Save",
"Value","The '{0}' file already exists. Do you want to replace it?","Filen {0} finnes allerede. Vil du erstatte den?","Localization\FileAttachments\OverwritePrompt",
"Value","Save As...","Lagre som...","Localization\FileAttachments\OverwritePromptCaption",
"Value","All","Alle","Localization\FileAttachments\WordAll",
"Value","files","filer","Localization\FileAttachments\WordFiles",
"Caption","Download","Last ned","ActionDesign\Actions\Download",
"ToolTip","Download File","Download File","ActionDesign\Actions\Download",
"Value","Download file content","Last ned filinnhold","Localization\FileAttachments\Editor_DownLoad",
"Value","Change file","Endre filen","Localization\FileAttachments\Editor_Edit",
"Caption","Change My Password","Endre mitt passord","ActionDesign\Actions\ChangePasswordByUser",
"Caption","My Details","Mine detaljer","ActionDesign\Actions\MyDetails",
"Caption","Reset Password","Tilbakestill passord","ActionDesign\Actions\ResetPassword",
"ToolTip","Generate a new password for the selected user","Generer et nytt passord for den valgte brukeren","ActionDesign\Actions\ResetPassword",
"Caption","New","New","ActionDesign\Actions\NewPermissionDescriptor",
"Caption","Delete","Delete","ActionDesign\Actions\DeletePermissionDescriptor",
"ConfirmationMessage","You are about to delete the selected item(s). Do you want to proceed?","You are about to delete the selected item(s). Do you want to proceed?","ActionDesign\Actions\DeletePermissionDescriptor",
"Caption","Grant","Grant","ActionDesign\Actions\Grant_TypePermissionMatrixItem",
"Caption","Create","Create","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Create",
"Caption","Delete","Delete","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Delete",
"Caption","Full Access","Full Access","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Full Access",
"Caption","Navigate","Navigate","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Navigate",
"Caption","Read","Read","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Read",
"Caption","Read Only Access","Read Only Access","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Read Only Access",
"Caption","Write","Write","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Write",
"Caption","Deny","Deny","ActionDesign\Actions\Deny_TypePermissionMatrixItem",
"Caption","Create","Create","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Create",
"Caption","Delete","Delete","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Delete",
"Caption","Deny All","Deny All","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Deny All",
"Caption","Deny Modification","Deny Modification","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Deny Modification",
"Caption","Navigate","Navigate","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Navigate",
"Caption","Read","Read","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Read",
"Caption","Write","Write","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Write",
"Caption","Authentication Standard Logon Parameters","Godkjenning standard pålogging parametere","BOModel\DevExpress.ExpressApp.Security.AuthenticationStandardLogonParameters",
"Caption","User Name","Brukernavn","BOModel\DevExpress.ExpressApp.Security.AuthenticationStandardLogonParameters\OwnMembers\UserName",
"Caption","Password","Passord","BOModel\DevExpress.ExpressApp.Security.AuthenticationStandardLogonParameters\OwnMembers\Password",
"Caption","Change Password On Logon Parameters","Endre passord på påloggings-parametere","BOModel\DevExpress.ExpressApp.Security.ChangePasswordOnLogonParameters",
"Caption","New Password","Nytt passord","BOModel\DevExpress.ExpressApp.Security.ChangePasswordOnLogonParameters\OwnMembers\NewPassword",
"Caption","Confirm Password","Bekreft passord","BOModel\DevExpress.ExpressApp.Security.ChangePasswordOnLogonParameters\OwnMembers\ConfirmPassword",
"Caption","Change Password Parameters","Endre passord-parametere","BOModel\DevExpress.ExpressApp.Security.ChangePasswordParameters",
"Caption","Old Password","Gammelt passord","BOModel\DevExpress.ExpressApp.Security.ChangePasswordParameters\OwnMembers\OldPassword",
"Caption","Edit Model Permission","Redigere Model rettigheter","BOModel\DevExpress.ExpressApp.Security.EditModelPermission",
"Caption","Modifier","Modifier","BOModel\DevExpress.ExpressApp.Security.EditModelPermission\OwnMembers\Modifier",
"Caption","Member Operation Permission","Member Operation Permission","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionData",
"Caption","Members","Members","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionData\OwnMembers\Members",
"Caption","Member Operation Permission Descriptor","Member Operation Permission Descriptor","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor",
"Caption","Member Name","Member Name","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor\OwnMembers\MemberName",
"Caption","Read","Read","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor\OwnMembers\Read",
"Caption","Write","Write","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor\OwnMembers\Write",
"Caption","Inherited From","Inherited From","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor\OwnMembers\InheritedFrom",
"Caption","Model Operation Permission","Model Operation Permission","BOModel\DevExpress.ExpressApp.Security.ModelOperationPermissionData",
"Caption","Can Edit Model","Can Edit Model","BOModel\DevExpress.ExpressApp.Security.ModelOperationPermissionData\OwnMembers\CanEditModel",
"Caption","Object Access Permission","Objektets rettigheter","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission",
"Caption","Object Type","Objekt-type","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\ObjectType",
"Caption","Create Access","Opprett rettighet","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\CreateAccess",
"Caption","Read Access","Leserettighet","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\ReadAccess",
"Caption","Write Access","Skriverettighet","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\WriteAccess",
"Caption","Delete Access","Slett rettighet","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\DeleteAccess",
"Caption","Navigate Access","Naviger rettighet","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\NavigateAccess",
"Caption","Is Empty","Is Empty","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\IsEmpty",
"Caption","Contexts","Contexts","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\Contexts",
"Caption","Access Item List","Access Item List","BOModel\DevExpress.ExpressApp.Security.ObjectAccessPermission\OwnMembers\AccessItemList",
"Caption","Object Operation Permission","Object Operation Permission","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionData",
"Caption","Criteria","Criteria","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionData\OwnMembers\Criteria",
"Caption","Object Operation Permission Descriptor","Object Operation Permission Descriptor","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor",
"Caption","Caption","Caption","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\Caption",
"Caption","Criteria","Criteria","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\Criteria",
"Caption","Read","Read","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\Read",
"Caption","Write","Write","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\Write",
"Caption","Create","Create","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\Create",
"Caption","Delete","Delete","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\Delete",
"Caption","Navigate","Navigate","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\Navigate",
"Caption","Inherited From","Inherited From","BOModel\DevExpress.ExpressApp.Security.ObjectOperationPermissionDescriptor\OwnMembers\InheritedFrom",
"Caption","Permission Data","Permission Data","BOModel\DevExpress.ExpressApp.Security.PermissionData",
"Caption","Permission","Permission","BOModel\DevExpress.ExpressApp.Security.PermissionData\OwnMembers\Permission",
"Caption","Permissions Container","Permissions Container","BOModel\DevExpress.ExpressApp.Security.PermissionData\OwnMembers\PermissionsContainer",
"Caption","Permissions Container","Permissions Container","BOModel\DevExpress.ExpressApp.Security.PermissionsContainer",
"Caption","Persistent Permissions","Persistent Permissions","BOModel\DevExpress.ExpressApp.Security.PermissionsContainer\OwnMembers\PersistentPermissions",
"Caption","Reset Password Parameters","Tilbakestill passord parametre","BOModel\DevExpress.ExpressApp.Security.ResetPasswordParameters",
"Caption","Password","Passord","BOModel\DevExpress.ExpressApp.Security.ResetPasswordParameters\OwnMembers\Password",
"Caption","Role","Role","BOModel\DevExpress.ExpressApp.Security.SecurityRole",
"Caption","Is Administrator","Is Administrator","BOModel\DevExpress.ExpressApp.Security.SecurityRole\OwnMembers\IsAdministrator",
"Caption","Can Edit Model","Can Edit Model","BOModel\DevExpress.ExpressApp.Security.SecurityRole\OwnMembers\CanEditModel",
"Caption","Permissions","Permissions","BOModel\DevExpress.ExpressApp.Security.SecurityRole\OwnMembers\Permissions",
"Caption","User","User","BOModel\DevExpress.ExpressApp.Security.SecuritySimpleUser",
"Caption","Is Administrator","Is Administrator","BOModel\DevExpress.ExpressApp.Security.SecuritySimpleUser\OwnMembers\IsAdministrator",
"Caption","Security Strategy Role","Security Strategy Role","BOModel\DevExpress.ExpressApp.Security.SecurityStrategyRole",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Security.SecurityStrategyRole\OwnMembers\Name",
"Caption","Users","Users","BOModel\DevExpress.ExpressApp.Security.SecurityStrategyRole\OwnMembers\Users",
"Caption","User","User","BOModel\DevExpress.ExpressApp.Security.SecurityUser",
"Caption","Base User","Base User","BOModel\DevExpress.ExpressApp.Security.SecurityUserBase",
"Caption","Change Password On First Logon","Change Password On First Logon","BOModel\DevExpress.ExpressApp.Security.SecurityUserBase\OwnMembers\ChangePasswordOnFirstLogon",
"Caption","User Id","User Id","BOModel\DevExpress.ExpressApp.Security.SecurityUserBase\OwnMembers\UserId",
"Caption","User Name","User Name","BOModel\DevExpress.ExpressApp.Security.SecurityUserBase\OwnMembers\UserName",
"Caption","Is Active","Is Active","BOModel\DevExpress.ExpressApp.Security.SecurityUserBase\OwnMembers\IsActive",
"Caption","Security User With Roles Base","Security User With Roles Base","BOModel\DevExpress.ExpressApp.Security.SecurityUserWithRolesBase",
"Caption","Roles","Roles","BOModel\DevExpress.ExpressApp.Security.SecurityUserWithRolesBase\OwnMembers\Roles",
"Caption","Type Permission Matrix Item","Type Permission Matrix Item","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem",
"Caption","Id","Id","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Id",
"Caption","Object","Object","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Object",
"Caption","Category","Category","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Category",
"Caption","Target Type","Target Type","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\TargetType",
"Caption","Read","Read","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Read",
"Caption","Write","Write","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Write",
"Caption","Create","Create","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Create",
"Caption","Delete","Delete","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Delete",
"Caption","Navigate","Navigate","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Navigate",
"Caption","Member Permissions","Member Permissions","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\MemberPermissions",
"Caption","Object Permissions","Object Permissions","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\ObjectPermissions",
