"Property Name",,"hr","Node Path","Description"
"Caption","Green Zone","Zelena zona","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\GreenZone",
"Caption","Red Zone","Crvena zona","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RedZone",
"Caption","Range","Raspon","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Range",
"Caption","Compare","Usporedi","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Compare",
"Caption","Range To Compare","Uspon za usporedbu","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RangeToCompare",
"Caption","Measurement Frequency","Frekvencija mjerenja","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\MeasurementFrequency",
"Caption","Direction","Smjer","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Direction",
"Caption","Period","Period","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Period",
"Caption","Current","Trenutni","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Current",
"Caption","Objects","Objekti","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Objects",
"Caption","Suppressed Series","Potisnute serije","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\SuppressedSeries",
"Caption","Enable Customize Representation","Omogući prilagodbu reprezentacije","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\EnableCustomizeRepresentation",
"Caption","Kpi History Item","Kpi stavka povijesti","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem",
"Caption","Range Start","Početak raspona","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\RangeStart",
"Caption","Range End","Završetak raspona","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\RangeEnd",
"Caption","Value","Vrijednost","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\Value",
"Caption","KPI","Kpi instanca","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance",
"Caption","History Items","Povijesne stavke","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\HistoryItems",
"Caption","Scorecards","Bodovne kartice","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Scorecards",
"Caption","Name","Kpi Naziv","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\KpiName",
"Caption","Period","Period","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Period",
"Caption","Current","Trenutni","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Current",
"Caption","Previous","Prethodi","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Previous",
"Caption","Change","Promijeni","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Change",
"Caption","Trend","Trend","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Trend",
"Caption","Sparkline","Sparkline","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Sparkline",
"Caption","Chart Data Source","Izvor podataka za graf","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\ChartDataSource",
"Caption","Gauge Data Source","Izvor podataka za mjerač","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\GaugeDataSource",
"Caption","Scorecard","Bodovna kartica","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard",
"Caption","Name","Naziv","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard\OwnMembers\Name",
"Caption","Indicators","Indikatori","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard\OwnMembers\Indicators",
"Value","Kpi","Kpi","Localization\DashboardOrganizationItems\Kpi",
"Value","Day Month Ago","Mjesec unatrag","Localization\DateRanges\DayMonthAgo",
"Value","Day Week Ago","Tjedan unatrag","Localization\DateRanges\DayWeekAgo",
"Value","Day Year Ago","Godina unatrag","Localization\DateRanges\DayYearAgo",
"Value","Last Month To Date","Prethodni mjesec","Localization\DateRanges\LastMonthToDate",
"Value","Last Ten Days","Zadnjih 10 dana","Localization\DateRanges\LastTenDays",
"Value","Last Thirty Days","Zadnjih 30 dana","Localization\DateRanges\LastThirtyDays",
"Value","Last Three Days","Zadnja 3 dana","Localization\DateRanges\LastThreeDays",
"Value","Last Week To Date","Prethodni tjedan","Localization\DateRanges\LastWeekToDate",
"Value","Last Year To Date","Prethodna godina","Localization\DateRanges\LastYearToDate",
"Value","Now","Sada","Localization\DateRanges\Now",
"Value","This Month To Date","Ovaj mjesec do datuma","Localization\DateRanges\ThisMonthToDate",
"Value","This Week To Date","Ovaj tjedan do datuma","Localization\DateRanges\ThisWeekToDate",
"Value","This Year To Date","Ova godina do datuma","Localization\DateRanges\ThisYearToDate",
"Value","Today","Danas","Localization\DateRanges\Today",
"Value","Yesterday","Jučer","Localization\DateRanges\Yesterday",
"Value","Trend","Trend","Localization\Enums\DevExpress.ExpressApp.Editors.Trend",
"Value","Better","Bolje","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\Better",
"Value","No change","Bez promjene","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\NoChange",
"Value","Worse","Lošije","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\Worse",
"Value","Direction","Smjer","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction",
"Value","High is better","Više je bolje","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction\HighIsBetter",
"Value","Low is better","Manje je bolje","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction\LowIsBetter",
"Value","Current","Current","Localization\Enums\DevExpress.ExpressApp.Kpi.MeasurementType\Current",
"Value","Previous","Previous","Localization\Enums\DevExpress.ExpressApp.Kpi.MeasurementType\Previous",
"Value","Time Interval Type","Tip vremenskog intervala","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType",
"Value","Day","Dan","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Day",
"Value","Hour","Sat","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Hour",
"Value","Month","Mjesec","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Month",
"Value","Week","Tjedan","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Week",
"Value","Year","Godina","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Year",
"Value","The '{0}' range is not found.","The '{0}' range is not found.","Localization\Exceptions\RangeNotFound",
"Value","Vs","Vs","Localization\Texts\VersusText",
"Caption","Definition","Definicija","Views\KpiDefinition_DetailView\Layout\Tabs\Definition",
"Caption","Criteria","Kriterij","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\SimpleEditors\SizeableEditors",
"Caption","MeasurementOptions","MeasurementOptions","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\Options\OptionsTabs\MeasurementOptions",
"Caption","Zones","Zone","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\Options\OptionsTabs\Zones",
"Caption","Preview","Pregled","Views\KpiDefinition_DetailView\Layout\Tabs\Preview",
"Caption","Objects","Objekti","Views\KpiDefinition_DetailView\Layout\Tabs\Preview\Objects_Group",
"Caption","Preview.Objects_Group","Preview.Objects_Group","Views\KpiDefinition_DetailView\Layout\Tabs\Preview\Preview.Objects_Group",
"Caption","Change State","Promijeni stanje","ActionDesign\Actions\ChangeStateAction",
"ToolTip","Change state of the current object","Promijeni stanje trenutnom objektu","ActionDesign\Actions\ChangeStateAction",
"Caption","Caption","Naslov","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Caption",
"Caption","Marker Object","Marker objekt","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\MarkerObject",
"Caption","Target Object Criteria","Target Object Criteria","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\TargetObjectCriteria",
"Caption","State Machine","State Machine","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\StateMachine",
"Caption","Transitions","Tranzicije","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Transitions",
"Caption","Appearances","Izgledi","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Appearances",
"Caption","IDCState Appearance","IDCState izgled","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance",
"Caption","State","Stanje","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\State",
"Caption","Target Items","Ciljne stavke","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\TargetItems",
"Caption","Appearance Item Type","Tipe stavke izgleda","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\AppearanceItemType",
"Caption","Method","Metoda","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Method",
"Caption","Context","Kontekst","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Context",
"Caption","Declaring Type","Deklaracijski tip","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\DeclaringType",
"Caption","Priority","Prioritet","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Priority",
"Caption","Font Style","Stil fonta","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\FontStyle",
"Caption","Font Color","Boja fonta","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\FontColor",
"Caption","Back Color","Boja pozadine","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\BackColor",
"Caption","Visibility","Vidljivost","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Visibility",
"Caption","Enabled","Omogućen","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Enabled",
"Caption","IDCState Machine","IDCState Machine","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine",
"Caption","Name","Naziv","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\Name",
"Caption","Active","Aktivan","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\Active",
"Caption","Expand Actions In Detail View","Proširi akcije u detaljnom pogledu","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\ExpandActionsInDetailView",
"Caption","Target Object Type","Ciljni tip objekta","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\TargetObjectType",
"Caption","State Property Name","Naziv svojstva stanja","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\StatePropertyName",
"Caption","Start State","Početno stanje","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\StartState",
"Caption","States","Stanja","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\States",
"Caption","IDCTransition","IDCTransition","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition",
"Caption","Caption","Naslov","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\Caption",
"Caption","Source State","Izvorno stanje","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\SourceState",
"Caption","Target State","Ciljno stanje","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\TargetState",
"Caption","Marker Object","Marker objekt","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject",
"Caption","Marker","Marker","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject\OwnMembers\Marker",
"Caption","Display Name","Naziv za priakz","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject\OwnMembers\DisplayName",
"Caption","State Machine Object Base","State Machine Object Base","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.StateMachineObjectBase",
"Caption","State","Stanje","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState",
"Caption","Caption","Naslov","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Caption",
"Caption","State Machine","State Machine","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\StateMachine",
"Caption","Marker","Marker","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Marker",
"Caption","Target Object Criteria","Target Object Criteria","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\TargetObjectCriteria",
"Caption","Transitions","Tranzicije","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Transitions",
"Caption","Appearance","Izgled","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Appearance",
"Caption","Appearance","Izgled","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance",
"Caption","Appearance Item Type","Tip stavke izgleda","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\AppearanceItemType",
"Caption","Context","Kontekst","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Context",
"Caption","Target Items","Ciljne stavke","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\TargetItems",
"Caption","Priority","Prioritet","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Priority",
"Caption","Font Color","Boja fonta","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\FontColor",
"Caption","Back Color","Boja pozadine","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\BackColor",
"Caption","Font Style","Stil fonta","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\FontStyle",
"Caption","Enabled","Omogućen","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Enabled",
"Caption","Visibility","Vidljivost","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Visibility",
"Caption","State Machine","State Machine","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine",
"Caption","Name","Naziv","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\Name",
"Caption","Active","Aktivan","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\Active",
"Caption","Target Object Type","Tip ciljnog objekta","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\TargetObjectType",
"Caption","State Property Name","Naziv svojstva stanja","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\StatePropertyName",
"Caption","Start State","Početno stanje","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\StartState",
"Caption","States","Stanja","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\States",
"Caption","Expand Actions In Detail View","Proširi akcije u detaljnom pogledu","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\ExpandActionsInDetailView",
"Caption","Transition","Tranzicije","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition",
"Caption","Caption","Naslov","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\Caption",
"Caption","Source State","Izvorno stanje","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\SourceState",
"Caption","Target State","Ciljno stanje","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\TargetState",
"Caption","Index","Index","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\Index",
